,SCORE,,,390,100%
 298 ,"AS CHIEF PLANNER OF NEW YORK CITY, HE COLLABORATED WITH THOMAS ADAMS IN THE CRAFTING OF THE ""REGIONAL PLAN OF NEW YORK ANO ITS ENVIRONS 1922-1931"", HE ALSO CONCEIVED, AND EXECUTED PUBLIC WORKS COSTING $27 BILLION BETWEEN 1924 ANO 1968 AND WAS RESPONSIBLE FOR VIRTUALLY EVERY PARKWAY, EXPRESSWAY AND PUBLIC HOUSING PROJECT IN NEW YORK METROPOLITAN AREA.
A. WILLIAM LEVITT
B. FIORELLO lA GUARDIA
c. ROBERT MURRAY HAIG
D. ROBERT MOSES
E. WARREN BUFFET",D,D,Correct,1
 299 ,"IN ""DEATH AND LIFE OF GREAT AMERICAN CITIES"" (1961) AND ""ECONOMY OF CITIES"" (1969), THIS PLANNER MAINTAINS THAT ""DIVERSITY"" PROMOTES INNOVATION AMONG PROXIMATE FIRMS AND SPURS THE GROWTH OF CITIES, THUSS/HE ADVOCATED FOR HETEROGENEITY, VARIETY AND MIXTURE IN THE GEOGRAPHIC CLUSTERING OF FIRMS AS WELL AS IN THE COMPOSITION OF CITY DISTRICTS AND NEIGHBORHOODS.
A. HERBERT GANS
B. JAMES HOWARD
C. JOEL GARREAU
D. JANE JACOBS",D,D,Correct,1
 300 ,"THE MAJOR OBJECTIVE OF ""NEW URBANISM"" MOVEMENT IDENTIFIED WITH JANE JACOBS LEON KRIER ANDRES DUANY, ELIZABETH PLATER-ZYBERK,  ET AL. IS TO: 
A. RE-BUILD THE ARCHITECTURAL FA<;ADE OF OLD CITIES USING POST-MODERN METHODS AND TECHNOLOGIES
B. REVITALIZE URBAN COMMUNITIES BY CREATING ""CENTERS"" AND BY REVIVING TRADITIONAL CIVIC VALUES 
C. DESIGN GATED SUBDIVISIONS AS URBAN COLLAGE AND MULTI-ETHNIC TAPESTRY 
D. INTEGARTE DEVELOPMENT OF BOTH URBAN AND RURAL AREAS IN ORDER TO SAVE AS MUCH AS FARMLAND AS POSSIBLE.",B,B,Correct,1
 301 ,"THE CRITIQUE OF 'NEW URBANISM"" AGAINST SO-CALLED ""GENTRIFICATION"" OR UP SCALING OF INNERCITY NEIGHBORHOOD WAS:
A. THE LATTER WAS MORE INTERESTED IN NEW BUSINESS THAN THE IN COMMUNITY RE-BUILDING; HENCE SOUL LESS AND CENTER LESS
B. THE LATTER LEADS TO THE EXCLUSION OF LOW-INCOME GROUPS
C. THE LATTER DOES NOT CREATE MIXED COMMUNITIES OF VARIEO-SOCIO-ECONOMIC & DEMOGRAPHIC GROUPS
D. All OF THE ABOVE ",D,D,Correct,1
 302 ,"ALL OF THE FOLLOWING SCHEMES ARE ASSOCIATED WITH ""NEW URBANISM"", EXCEPT:
A. MIXED USED ZONING
B. NEO-TRADITIONAL DESIGN
C. EXCLUSIONARY ZONING
D. PEDESTRIANIZATION",C,C,Correct,1
 303 ,"THE FOLLOWING PLANNERS WERE MOST CONCERNED ABOUT ""HUMAN SCALE AND THE SOCIAL USAGE OF URBAN SPACE"".
A. DAVIDE HARVEY, MANUEL CASTELLS, RAY PAHL
B. JANE JACOB~ KEVIN LYNCH, WILLIAM H.WHYTE
C. ROBERT MOSES, WILLIAM LEVITT, RICHARD KING MELLON
D. TJ KENT, EDWIN C. BANFIELD, ALBERT Z. GUTTENBERG",B,B,Correct,1
 304 ,"BECAUSE PRE-SPANISH ABORIGINAL COMMUNITIES IN THE PHILS WERE RELATIVELY SMALL AND BASED ON KINSHIP RELATIONS, THE MOST COMMON PRACTICE OF LAND TENURE IN PRE-COLONIAL SOCIETY, WHEREIN ONE WOULD MERELY ENJOY THE ""FRUITS"" OF LAND, WAS CALLED:
A. PPRIMITIVf COMMUNISM
B. ISLAMIC FEUDALISM
C. USUFRUCT
D. TENANCY
E. SWIDDEN SLASH-AND-BURN",C,C,Correct,1
 305 ,"THIS WAS THE SPANISH SPATIAL STRATEGY OF FORMING DENSE SETTLEMENTS FROM SCATTERED DWELLINGS FOR PURPOSES OF GREATER MILITARY DEFENSE AND POLITICAL CONTROL- LITERALLY BRINGING DISPERSED POPULATION WITHINHEARING DISTANCE OF CHURCH BELLS -WHICH POLICY WAS APPLIED ON MOST SPANISH COLONIES FROM 16THTO 18™ CENTURIES.
A. El ALCANCE DEL CAMPANARIO
B. PRESIDIO Y FORTALEZA
C. REDUCCION
D. EVANGEUZATION",C,C,Correct,1
 306 ,"DURING THE PERIOD 1565-1896, THE URBAN CONTROL POINTS DESIGNATED BY THE SPANISH COLONIAL GOVERNMENT WERE THE: 
A. ALCADIAS Y PUEBLOS 
B. BARRIOS Y SITIOS 
C. HACIENDAS Y VILLAS
D. CABECERAS Y POBLACIONES",D,D,Correct,1
 307 ,"UNDER THE PLAZA COMPLEX PATIERN DESCRIBED IN HLEYES DE LAS INDIAS"" (1573), WHAT WOULD BE LOCATED NEXT TO EACH OTHER AROUND A GRECO-ROMAN QUADRANGLE OF A SPANISH COLONIAL  SETTLEMENT? 
A. GARDEN FOUNTAINS, MONUMENTS, STATUES, GALLERY AND PROMENADE
B. GOVERN.OR'S MANSION, BISHOP'S PALACE, GENERAL'S MANOR, HACENDERO'S VILLA, MILITARY GARRISON
C. CHURCH, TOWN HALL, SCHOOL, PUBLIC MARKET
D. HOUSES OF PENINSULARES, INSULARES, CREOLES, MESTIZOS, PRINCIPALES AND ILUSTRADOS ",C,C,Correct,1
 308 ,"DURING THE SPANISH COLONIAL PERIOD THERE WERE FOUR MAJOR FORMS OF LAND TENURE OR LAND HOLDING, WHICH ONE REFERS TO THE RIGHT ~FA SERVANT OF SPANISH CROWN TO CLLECT TRIBUTE FROM RESIDENTS OF A TERRITORY WITHOUT ANY OWNERSHIP CLAIM OVER THAT TERRITORY?
A. FRIAR LANDS
B. ENCOMIENDAS
C. HACIENDAS
D. TOWNSHIPS",B,B,Correct,1
 309 ,"PUBLIC LANDS ACT OF 1903 GRANTED HOMESTEADS TO 1.4 MILLION FILIPINO FAMILIES COVERING 5.3 MILLION HECTARES, PRINCIPAUY IN:
A. NEGROS ISLAND
B. PALAWAN
C. MINDANAO
D. SAMAR ISLAND",C,C,Correct,1
 310 ,"THE TORRENS TITLE SYSTEM WHICH ENTRENCHED THE CONCEPT OF ABSOLUTE PRIVATE OWNERSHIP LAND IN THE PHILS IS A LEGACY FROM WHAT COLONIAL PERIOD OF PHIL HISTORY?
A. SPANISH
B. AMERICA
C. JAPANESE
D. BRITISH",B,B,Correct,1
 311 ,"ACCORDING TO DR. ERNESTO PERNIA {1983), THE MAJOR BLUNDER IN PHIL ECONOMIC POLICY AND INDUSTRIALIZATION STRATEGY OCCURRED IN THE LATIER PERIOD OF AMERICAN COLONIAL RULE WHEN:
A. FREE TRADE AGREEMENTS WITH USA NARROWED PHIL AGRICULTURAL OUTPUT TO CASH CROPS FOR EXPORT SUCH AS SUGAR, TOBACCO, HEMP, COCNUT, PALM, RICE AND TIMBER
B. PROGRESS OF PHIL AGRICULTURAL REGIONS WAS DIRECTLY TIED TO FLUCTUATIONS OF AMERICAN MARKET DURING DEPRESSION, INSTEAD OF FILIPINO PRODUCTION BEING RESPONSVE TO DOMESTIC DEMAND BY INTERLINKING PHIL REGIONS WITH ONE ANOTHER
C. POST-WAR ""IMPORT SUBSTITUTION"" POLICY BEGINNING 1947 FOCUSED ON CAPITAL-INTENSIVE URBAN CONSUMER GOODS RATHER THAN ON RESOURCE-BASED AGRO-INDUSTRIALIZATION IN PROVINCIAL VENTERS UTILIZING AGRICULTURAL SURPLUS.
D. ALL OF THE ABOVE ",D,D,Correct,1
 312 ,"THROUGH PRESIDENTIAL LITTER OF INSTRUCTION 367 IN 1950 COMBINING NATIONAL URBAN PALNNING COMMISSION, REAL PROPERTY BOARD AND CAPITAL CITY PLANNING COMMISSION, THE GOVT CREATED THIS FIRST PHYSICAL PLANNING BODY. 
A. NATIONAL PLANNING COMMISSION 
B. NATIONAL DISASTER COORDINATING 
C. HUMAN SITTLEMENTS PROTECTION AGENCY
D. HUMAN SETTLEMENTS REGULATORY COMMISSSION",A,A,Correct,1
 313 ,"REGULATORY ACT 2264 EMPOWERED LGUs TO FORM LOCAL PLANNING BOARDS TO CRAFT THEIR DEVELOPMENT PLANS UNDER THE CLOSE GUIDANCE OF NATIONAL GOVT AGENCIES.
A. LOCAL GOVERNANCE AND PLANNING ACT OF 1945
B. LOCAL AUTONOMY ACT OF 1949
C. DECENTRALIZATION AND DEVOLUTION ACT
D. TRANSPARENCY AND ACCOUNTABILITY STANDARDS ACT",B,B,Correct,1
 314 ,"IN 1964, REPUBLIC ACT 4341 ESTABLISHED THIS CENTER TO CREATE A POOL OF PROFESSIONAL PLANNERS IN THE PHILS.
A. LOCAL GOVT ACADEMY
B. DEVELOPMENT ACADEMY OF THE PHILS.
C. INSTITUTE OF PLANNING
D. UPLB INSTITUTE OF ENVIRONMENTAL SCIENCE AND MANAGEMENT ",C,C,Correct,1
 315 ,"IN 1954, REORGANIZATION PLAN 53-A OF THE GOVT SURVEY AND REORGANIZATION COMMISSION DELINEATED REGIONS.
A. NINE-REPRESENTING 9 RAYS OF THE SUN IN THE PHIL FLAG OR HISTORIC TERRITORIES WHICH FOUGHT SPAIN
B. EIGHT- REPRESENTING MAJOR ETH NO-LINGUISTIC GROUPS
C. FOUR - REPRESENTING MAJOR ISLAND-GROUPINGS PLUS MUSLIM MINDANAO TERRITORIES
D. SIX - REPRESENTING POSSIBLE COMPONENT UNITS OF FEDERAL SYSTEM",B,B,Correct,1
 316 ,"PRESIDENTIAL DECREE NO. 01 INTEGRATED REORGANIZATION PLAN ON SEPTEMBER 24, 1972 INCREASED THE NUMBER OF PHIL. REGIONS TO 11, REGIONALIZED KEY MINISTRY AND LINE DEPARTMENTS, AND CREATED A MAJOR PLANNING AGENCY OF GVT WHICH IS KNOWN TODAY AS:
A. PHIL. ECONOMIC ZONE AUTHORITY
B. NATIONAL LAND USE COMMITTEE
C. CONGRESSIONAL PLANNING AND BUDGET OFFICE
D. NATIONAL ECONOMIC DEVELOPMENT AUTHORITY",D,D,Correct,1
 317 ,"IN 2010, HOW MANY ADMINISTRATIVE REGIONS DO THE PHILS HAVE?
A. 13
B. 15
C. 16
D. 17 ",D,D,Correct,1
 318 ,"PD-824 ON FEBRUARY 27, 1975 CREATED THE METRO MANILA COMMISSION AS THE FIRST-EVER STRUCTURE OF METROPOLITAN GOVERNANCE IN THE PHILS FOLLOWING THE ORGANIZATION MODEL CALLED:
A. ANNEXATION AND AMALGAMATION (ONE-TIER GOVT)
B. JURISDICTIONAL FRAGMENTATION (COUNCIL OF LOCAL GOVTS)
C. VOLUNTARY CLUSTERING AND INTER-LGU
D. FUCNTIONAL CONSOLIDATION (TWO-TIER METROPOLITAN GOVERNMENT.",A,A,Correct,1
 319 ,"THIS 1997 DOCUMENT IS THE PHILS OFFICIAL RESPONSE TO 1992 UNCED"" EARTH SUMMIT"" AND CONTAINS A POLICY FRAMEWORK THAT REDEFINES DEVELOPMENT AS THE ""DRAWING OUT OF FULL HUMAN POTENTIAL"" ACCORDING TO THE ""APPROPRIATE PRODUCTIVITY"" OF NATURE, RATHER THAN OPTIMAL OR MAXIMUM EXPLOITATION OF NATURAL RESOURCES TO ACHIVE GDP GROWTH. 
A. PHIL. STRATEGY FOR SUSTAINABLE 
B. PHILS. COVENANT ON TOTAL HUMAN DEV.
C. STRATEGIC NATL. ACTION PROGRAM 
D. PHIL. AGENDA 21",D,D,Correct,1
 320 ,"IN 1978, AMERICAN INSTITUTE OF PLANNERS (ESTABLISHED 1917) AND AMERICAN SOCIETY OF PLANNING OFFICIALS (EST. 193l) COMBINED TO BECOME THE PRESENT DAY :
A. AMERICAN INST. OF ENVIRONMENTAL PLANNING
B. ROYAL INST. OF TOWN AND COUNTRY PLANNING
C. PLANNING SOCIETY OF ALL AMERICA
D. AMERICAN PLANNING ASSOCIATION",D,D,Correct,1
 321 ,"THE FIRST STATE-WIDE LAND USE PLAN IN 1973 WHICH DEFINED URBAN GROWTH BOUNDARIES (UGB's) THAT SEPARATED URBAN AND RURAL AREAS IN ORDER TO LIMIT THE GROWTH WITHIN SERVICED AREAS AND TO PRESERVE RURAL FARMLAND FOR A TIME FRAME OF 20 YEARS, TOOK PLACE IN THE STATE OF:
A. OREGON
B. NEWYORK
C. CALIFORNIA
D. FLORIDA ",A,A,Correct,1
 322 ,"WHICH PLANNING CONCEEPT, FIRST UPHELD BY THE US SUPREME COURT IN THE 1976 CASE OF ""PENN CENTRAL TRANSPORTATION CO. vs. CITY OF NEW YORK"" INCORPORATES A MARKET MECHANISM TO MITIGATE WHATEVER FINANCIAL BURDEN LOCAL LAW MIGHT HAVE IMPOSED ON THE PROPERTY?
A. PLANNED UNIT DEVT.
B. CONSERVATION EASEMENTS
C. TRANSFER OF DEVT. RIGHTS
D. EMINENT DOMAIN",C,C,Correct,1
 323 ,"IN ALL BUT ONE OF THE FOLLOWING CASES, THE US SUPREME COURT DECLARED ''TAKINGS"" BY GOVT AS ILLEGAL, AS IT UPHELD THE CONSTITUTIONAL PERCEPTTHAT""PRIVATE PROPERTY SHALL NOT BE TAKEN FOR PUBLIC USE WITHOUT JUST COMPENSATION"".
A. WHERE A REGULATION IS MERELY INTENDED TO PREVENT A NUISANCE AND REMOVE DISCOMFORT CAUSED TO THE PUBLIC.
B. WHERE A REGULATION FORCED A LANDOWNER TO ALLOW SOMEONE ELSE TO ENTER ONTO THE PROPERTY
C. WHERE A REGULATION IMPOSE BURDENS OR COSTS ON A LANDOWNER THAT DO NOT BEAR A ""REASONABLE RELATIONSHIP"" TO THE IMPACTS OF THE PROJECT ON THE COMMUNITY.
D. WHERE GOVT. CAN EQUALLY ACCOMPLISH A VALID PUBLIC PURPOSE THROUGH LESS INTRUSIVE REGULATION OR THROUGH A REQUIREMENT ABDICATING PROPERTY.
E. WHERE A LANDOWNER HAS BEEN DENIED ""ALL ECONOMICALLY VIABLE USE"" OF THE LAND",A,A,Correct,1
 324 ,"IN 1987, US SUPREME COURT IN THE CASE OF NOLLAN vs. CALIFORNIA COASTAL COMMISSION RULED AGAINST CALIFORNIA WHICH REQUIRED NOLLAN TO DEDICATE A PUBLIC SIDEWALK EASEMENT ACROSS THEIR BEACHFRONT PROPERTY AS A BUILDING PERMIT CONDITION, THUS THE COURT FORMULATED A PRINCIPLE FO GOVT'S. REGULATORY ACTION THAT ""LAND USE RESTRICTIONS MUST BE TIED DIRECTLY TO A SPECIFIC PUBLIC PURPOSE"".
A. ROUGH PROPORTIONALITY
B. CALIBRATED ENFORCEMENT
C. CALCULATED AUTHORITY
D. RATIONAL NEXUS",D,D,Correct,1
 325 ,"THIS SCHOOL OF THOUGHT CLAIMS THAT CITIES OR HUMAN SETILEMENTS CAN BE STUDIED AS THOUGH THEY ARE BIOLOGICAL ORGANISM SUBJECT TO LAWS OF EVOLUTION, NATURAL SELECTION, COMPETITION ADAPTATION, SURVIVAL OF THE FITIEST, DECLINE AND DEATH.
A. DIALECTICAL HISTORICAL MATERIALISM
B. ANARCHO-SYNDICALISM BY SAUL DAVID ALINSKY
C. FRANKFURT SCHOOL OF SOCIAL CRITICAL THEORY
D. CHICAGO SCHOOL OF HUMAN ECOLOGY",D,D,Correct,1
 326 ,"THIS SCHOOL OF THOUGHT HOLDS THAT SETTLEMENTS FORM IN A BALANCED MANNER; THEY TEND TO BE SPREAD EVENLY AND SYMMETRICAL IN ISOTROPIC SPACE, DISPLAYING BOTH HIEARCHY AND EQUILIBRIUM ARISING FROM THE INTERDEPENDENCE BETWEEN BIG AND SMALL SETILEMENTS AND FROM THE COMPLEMENTATION BETWEEN THEIR RESPECTIVE SCOPED OF FUNCTIONS.
A. GALAXY OF SETILEMENTS THEORY
B. CENTRALPLACETHEORY
C. GEOGRAPHIC DETERMINISM
D. DEPENDENCY THEORY",B,B,Correct,1
 327 ,"THIS SCHOOL OF THOUGHT MAINTAINS THAT CITIES ARE ""THEATERS OF CAPITAL ACCUMULATION"", LARGELY A CONSEQUENCE OF CLASS BASED STRUGGLE AMONG GROUPS FOR STRATEGIC DOMINANCE AND CONTROL OF SURPLUS. SUCH CONFLICT IS USUALLY WON BY THE RICH AND POWERFUL THROUGH AGENTS OF . CAPITAL SUCH AS MULTI-NATIONAL CORPORATIONS WHICH USE THE CITY TO AMASS WEALTH BY RAISING PROPERTY VALUES THROUGH COMMERCIALIZATION, GENTRIFICATION, MANIPULATION, AND LAND SPECULATION.
A. CAPITAL THEORETIC MODEL
B. POLITAICAL ECONOMY
C. NATURAL CAPITALISM
D. DAVID HARVEY'S-CIRCUITS OFCAPlTAL",B,B,Correct,1
 328 ,"THIS SCHOOL OF THOUGHT DESCRIBES A BORDERLESS GLOBAL ECONOMY CHARACTERIZED BY FREE TRADE AND FREE MOVEMENT OF CAPITAL WHEREIN NATION-STATED WOUlD HAVE ""LEAN AND MEAN"" GOVERNMENTS WHICH PURSUE POLICIESOF LIBERALIZATION, DEREGULATION, PRIVATIZATION, DE-BUREAUCRATIZATION, UNBUNDLING, DE-COUPLING, AND SIMILAR STRUCTURAL ADJUSTMENTS.
A. WORLD SYSTEMS THEORY
B. STATE CORPORATISM
C. NEC-LIBERALISM
D. LIBERAL DEMOCRACY",C,C,Correct,1
 329 ,"JOHANN HEINREICH VON THUNEN's THEORY OF AGRICULTURAL RENT IS SYMBOLIZED AS ""LR=Y(p-c)-Ytd"" WHERE y IS THE YIELD OR TOTAL HARVEST, p IS PRICE OF CROP, c IS PRODUCTION COST, AND d IS THE DISTANCE TO MARKET. IF YIELD OF PALAY IS 3,500 KILOS, NFA BUYING RICE IS 17.00 PER KILO, DISTANCE IS SKM, GIVEN FARMER'S GROSS PRODUCTION OF 45 CENTS PER SQM PER DAY FOR UNIT PRODUCTION COST OF 12.00 PER KILO, WOULD PALAY CULTIVATION BE PROFITABLE AT THIS SPECIFIC FARM LOCATION IF TRANSPORT COST IS 1.00 PER KILO OF PALAY?
A. YES
B. NO
C. IT DEPENDS ON THE WEATHER
D. IT DEPENDS ON QUALITY OF ROAD & CAPACITY OF VEHICLE",B,B,Correct,1
 330 ,"IN WALTER CHRISTALLER'S CENTRAL PLACE THEORY, THE CATCHMENT'S AREA OF A CENTRAL PLACE TAKES THE SHAPE OF HEXAGON RATHER THAN A PERFECT CIRCLE. IF A PARTICULAR SERVICE OR FUNCTION SUCH AS ELEMENTARY SCHOOL ENROLLMENT IS REPRESENTED BYTHE FORMULA, C = 2.6r2d, WHAT WOULD BE THE CATCHMENT'S AREA OF ELEMENTARY SCHOLL IF ITS RADIUS IS 0.5 KM AND DIAMETER IS ONE KM/ 
A. 0.6SSQKM 
B. 0.75 SQKM 
C. 0.8SSQKM 
D. 0.9SSQKM",A,A,Correct,1
 331 ,"A CHART-LIKE TOOL TO MEASURE CENTRALITY OF A PLACE PARTICULARLY ITS RANGE OF ECONOMIC AND SOCIAL FUNCTIONS, IS CALLED:
A. MATRIX
B. ISOTIMS
C. ISODAPANES
D. SCALOGRAM",D,D,Correct,1
 332 ,"ALL OF THE FOLLOWING ARE PRACTICAL APPLICATIONS OF CENTRAL PLACE THEORY IN THE PHILS, EXCEPT ONE:
A. LOCATION OF HEALTH CENTERS
B. LOCATION OF TRIAL COURTS
C. LOCATION OF BEACH RESORTS
D. LOCATION OF POLICE STATIONS",C,C,Correct,1
 333 ,"WHAT CHRISTALLERIAN PRINCIPLES FROM THE BASIS WHY A STATE UNIVERSITY, A CONSUMER MALL. A HUGE SPORTS STADIUM, OR A TERTIARY-LEVEL HOSPITAL CANNOT BE ESTABLISHED IN EACH AND EVERY PHIL. MUNICIPALITY?
A. SPATIAL EQUITY AND BIO-GEOGRAPHY EQUITY
B. SPECIALIZATION AND CONCENTRATION
C. MARKET RANGE AND THRESHOLD POPULATION
D. PROFITABILITY AND PECUNIARY INTEREST",C,C,Correct,1
 334 ,"THE ""HIEARCHY OF SETTLEMENTS"" IN WALTER CHRISTALLER'S CENTRAL PLACE THEORY IS CHARACTERIZED BY:
A. EQUALLY-SIZED LARGE CITIES IN EVERY REGIONB.
ONLY ONE LARGE CITY, MANY SMALL SITTLEMENTS
C. ONLY MEDIUM-SIZED AND SMALLSITTLEMENTS
D. A FEW LARGE CITIES, SOME MEDIUM CITIES, MANY SMALL SITTLEMENTS",D,D,Correct,1
 335 ,"CENTRAL PLACE THEORY WAS FOUND FAULTY IN ASSUMING UNIFORM TOPOGRAPHY, FLAT FEATURELESS TERRAIN, EASE OF TRAVEL IN ALL DIRECTIONS, AND UBIQUITY OR ALL-AROUND PRESENCE OF ECONOMIC RESOURCES, BUT ITS MAJOR STRENGTH LIES IN CHARACTERIZING THE LOCATIONAL ADVANTAGES OF ONE PLACE IN RELATION TO ANOTHER, A GEORAPHIC CONCEPT CALLED:
A. SURROUNDING
B. STANDING ·
C. SITUATION
D. STATE ",C,C,Correct,1
 336 ,"THE WEAKNESS OF APPLYING CENTRAL PLACE THEORY IN A SIMPLISTIC WAY ON THE PHILIPPINES IS THAT: 
A. UNLIKE OTHER COUNTRIES, PHILS DOES NOT HAVE COMPACT LAND MASS WITH HOMOGENOUS FEATURES 
B. ARCHIPELAGIC NATURE CREATES NATURAL DISCONTINUITIES ATHAT RENDER MOVEMENT & ECONOMIC EXCHANGE DIFFICULT
C. SPATIAL INTEGRATION BETWEEN URBAN AND RURAL AREAS BY POOR TRANSPORT THAT INFLATES PRICES 
D. ALL OF THE ABOVE",D,D,Correct,1
 337 ,"IN 2010, WHICH PHILIPPINE CITY HAS THE BIGGEST POPULATION, BIGGEST GROSS INCOME, BIGGEST NET INCOME AND BIGGEST IRA?
A. CITY OF MANILA
B. MAKATI CITY
C. QUEZON CITY
D. CEBU CITY",C,C,Correct,1
 338 ,"GEORGE ZIPF'S RANK-FILE-SIZE RULE, ""Pn-Pi/nq"" DERIVED FROM CHRISTALLER'S CENTRAL PLACE THEORY AND ASSERTS THAT THE POPULATION OF CITY ""n"" IS EQUAL TO THE POPULATION OF THE LARGEST CITY ""1"" DIVIDED BY THE RANK OF ""n"" IN THE HIEARCHY OF PLACES. IF THE LARGEST CITY IN IMMEDIATELY-PRECEDING QUESTION HAD 2.6 MILLION PEOPLE IN 2007 OFFICIAL CENSUS, USING ZIPF'S RULE WHAT SHOULD HAVE BEEN THE POPULATION OF DAVO CITY IF IT WAS RANKED NUMBER 4?
A. 520,000
B. 1,520,000
C. 1,300,000
D. 650,000",D,D,Correct,1
 339 ,"DOES THE FORMULA OF GEORGE ZIPF IN THE IMMEDIATELY-PRECEEDING QUESTION MATCH THE REALITY ON THE GROUND BASED ON 2007 OFFICIAL CENSUS OF THE NATIONAL STATISTICS OFFICE?
A. YES
B. PARTIALLY
C. NO
D. DEPENDS ON WHETHER OLDUAVAO CITY OR METRO-DAVAO IS-SENG ANALYZED",C,C,Correct,1
 340 ,"IN THE MODEL MONO-CENTRIC CITIES, IT IS ASSUMED THAT MANUFACTURERS LOCATE CLOSE TO TRANSPORT ARTERIES, BLUE COLLAR WORKERS tOCATE CtOSE TO THEIR JOBS, WHILE TRADERS AND RETAILERS PAY HIGHER FOR CHOICE LOCATIONS IN CITY CENTER TO HAVE COMAND OF THE MARKET. THIS PATIERN OF LAND USE IS EXPLAINED BETIER BY WHICH THEORY OF SPATIAL PLANNING?
A. URBAN BID-RENT BY ALONSO, MUTH, AND MILt.:s
B. CUMULATIVE CAUSATION BY GUNMAR MYRDAL
C. URBAN LAND NEXUS THEORY BY DAVID HARVEY
D. CITY AS GROWTH MACHINE BY JOHN LOGAN & HARVEY MOLOTCH",A,A,Correct,1
 341 ,"""WHEN ALL LAND IS IDENTICAL AND THERE IS PERFECT COMPETITION AMONG PROFIT-MAXIMIZING FRIMS, LAND IS SOLD TO THE HIGHEST BIDDER. AS A FIRM MOVES CLOSER TO THE CNTER OF A PLACE, TRANSPORT COSTS FALL WHICH INCREASES THE AMOUNT OF A FIRM IS WILLING TO PAY FOR THE LAND. THUS, LAND AT THE CENTER WILL ALWAYS HAS THE HIGHEST VALUE.""
A. JOHANN HENREICH VON THUNEN, WALTER CHRISTALLER AND GEORGE KINGSLEY ZIPF
B. WILLIAM ALONSO, RICHARD E. MUTH AND EDWIN S. MILLS
C. ALFRED WEBER, AUGUST LOSCH AND WALTER ISARD
D. RODERICK D. MCKENZIE, AMOS H. HAWLEY AND ROBERT PARK",B,B,Correct,1
 342 ,"NEC-CLASSICAL URBAN BID-RENT THEORY PROVIDES THE FORMULA FOR LOCATION RENT AT CENTER OF CITY AS EQUAL= TO ""RENT GRADIENT"" TIMES ""RADIUS"" WHERE RENT GRADIENT IS EQUAL TO ""TRANSPORT COST PER CAPITA PER YEAR"" MULTIPLIED BY ""DENSITY PER SQ KM"". IF PATEROS HAS A RADIUS DISTANCE OF 10.266 KM FROM THE CENTER METRO MANILA, WITH AVERAGE DENSITY OF 29,495.24 PERSONS PER SQ KM IN 2009 AND P15,330 TRANSPORT COST PER CAPITA PER YEAR, WHAT SHOULD BE THE LOCATION RENT PER SQM IN  PATEROS AS PERIPHERY-TOWN OF METRO MANILA? (CLUE: CONVERT SQ KM TO SQM ) 
A. 4,641 PER SQM 
B. AROUND 46,410 PER SQM 
C. AROUND 464,100 PER SQM 
D. AROUND 464.10 PER SQM",A,A,Correct,1
 343 ,"ACCORDING TO RALEIGH BARLOW (1958), THIS REFERS TO THE MOST PROFITABLE USE OF LAND WHEN IT YIELDS OPTIMUM RETURNS GIVEN LIMITED IMPUTS; SUCH RETURNS CAN EITHER BE MONETARY OR NONMONETARY, TANGIBLE OR INTANGIBLE, BASED ON THE CRITERIA AND INTEREST OF THE PERSON WHO MAKES SUCH DECISIONS.
A. MAXIMUM SUSTAINABLE
B. MAXIMUM SUSTAINABLE YIELD
C. PROFIT MAXIMIZATION
D. HIGHEST AND BEST USE",D,D,Correct,1
 344 ,"IN PIERCE LEWIS' REVISION OF THE ERNEST BURGESS' MONO-CENTRIC MODEL OF URBAN LAND USE, WHICH OF THE FOLLOWING DESCRIBES THE SPATIAL DECLINE OF CONCENTRIC CITIES LEAST EFFECTIVELY?
A. THE ELITE AND THEIR BUSINESS LEAVE THE INNER CORE DUE TO POLLUTION AND CONGESTION
B. HOLLOWING-OUT OF THE CORE RESULTS IN ""THE DONUT SPACE""
C. SURROUNDED BY THE POOR IN THE HISTORIC CENTER, GOVT. INCREASINGLY BECOMES CAPTIVE TO PRESSURE GROUPS
D. LAND VALUES RAPIDLY FALL IN INNER-CITY AREAS EXPERIENCING URBAN BLIGHT AND URBAN DECAY.",C,C,Correct,1
 345 ,"IN URBAN LAND USE MODELS OF THE CHICAGO SCHOOL OF HUMAN ECOLOGY, THE AFFLUENT AND MIDDLE CLASSES ARE INCLINED TO MOVE AWAY FROM DOWNTOWN AND INNER-CITY IN FAVOR OF SUBURBAN LOCATIONS AND THIS PROCESS RESULTS IN A PARADOX OR ""SPATIAL MISMATCH"" AS REGARDS LABOR.
A. SOPHISTICATED UPPER CLASSES LOCATE IN CITY-EDGES WITH SEMI RURAL CONDITIONS WHERE NO EMPLOYMENT IS AVAILABLE
B. LOWER CLASSES WHO CANNOT CREAT EMPLOYMENT BY THEMSELVES ARE LEFT TO OCCUPY HIGHPRICED LAND IN THE INNER-CORE OF CITIES.
C. BLUE COLLAR WORKERS ARE FORCED TO ACCEPT LOW-SKILLJOBS AS MAIDS, YAYAS, AND GARDENERS IN AFFLUENT SUBURBAN SUBDIVISIONS
D. NON-TAX PAYING PEOPLE IN THE INFORMAL SECTOR ARE CLOSER TO THE SEAT OF GOVT THAN THE LANDED GENTRY",B,B,Correct,1
